train_loss,val_loss,val_r2,learning_rates
0.7307684633847886,0.4266094515632102,0.30530610591174245,0.0001
0.3704867032645023,0.3658118165155044,0.40430941110861773,0.00015
0.29879491604798664,0.33620263443513465,0.45252521416436664,0.0002
0.26924402464543823,0.3322054949091146,0.45903418898430437,0.00025
0.2569541381259935,0.3279685263887021,0.4659336958449355,0.0003
0.2503033171580956,0.3434013653136037,0.44080275464356033,0.00035
0.24470900665078543,0.3284175516287404,0.4652024964257244,0.0004
0.23975349006663382,0.32510827734544434,0.47059135017314846,0.00045000000000000004
0.2350927260333458,0.3236117195619003,0.473028347229306,0.0005
0.23415006262011231,0.32065376862635914,0.47784509161916444,0.0005
0.23108165790285684,0.3174739057177688,0.4830232221585844,0.000475
0.23055470220546806,0.3338398743707547,0.45637274752937484,0.00045125
0.22756606083264394,0.3150595065517762,0.4869548466494651,0.0004286875
0.22519310023141118,0.3210880749215253,0.47713786883069575,0.00040725312499999993
0.2257930241459239,0.318228812004806,0.481793919030051,0.0003868904687499999
0.22358767437723887,0.3289032218150549,0.4644116307068178,0.00036754594531249993
0.22323211552822483,0.3143277265944922,0.48814648190804977,0.00034916864804687486
0.22106895246336947,0.31874312470519184,0.48095639562172565,0.00033171021564453113
0.2219828409431255,0.31259292162377583,0.4909714255184884,0.00031512470486230455
0.22038991544890194,0.31192474110074375,0.4920595179386379,0.00029936846961918935
0.22004902863924483,0.31436248248425386,0.4880898721170488,0.0002844000461382298
0.21818336086199347,0.30833866114972713,0.4978991122610872,0.0002701800438313183
0.21868069812787316,0.30949931461826,0.4960090989603002,0.0002566710416397524
0.21884879014924563,0.30871176826347324,0.4972915478007994,0.00024383748955776477
0.21718657583789489,0.3123314571891926,0.4913972134016168,0.0002316456150798765
0.2171078536626512,0.3118795909995284,0.4921330306150695,0.00022006333432588268
0.21742198115165254,0.309962560709664,0.49525474997929997,0.00020906016760958854
0.21571602467942028,0.3083413846636483,0.49789467831407497,0.0001986071592291091
0.21658309819424046,0.31111054153309486,0.4933853529538761,0.00018867680126765363
0.21430728498813326,0.3078803485676139,0.4986454268358722,0.00017924296120427094
0.21431755300907962,0.3088740533809776,0.4970272681379928,0.0001702808131440574
0.21446825972700542,0.30767209787322747,0.49898455185474266,0.0001617667724868545
0.21376215284113334,0.311079857624711,0.4934353113572064,0.00015367843386251178
0.21445788357373888,0.30957498267098665,0.4958858702206016,0.0001459945121693862
0.2127019629805489,0.30813547203422537,0.49822998822053033,0.00013869478656091687
0.21360892690388503,0.30660250606751144,0.5007262818941312,0.00013176004723287101
0.21330474897296028,0.31007625508745806,0.4950695967608343,0.00012517204487122748
0.21256341112662205,0.31035577280652155,0.4946144340008679,0.00011891344262766608
0.21301224366226026,0.30774893587666136,0.49885942035235553,0.00011296777049628277
0.2120776968324079,0.30670591505881134,0.500557882356528,0.00010731938197146864
0.21244594270149164,0.3078499299025664,0.49869496185295503,0.00010195341287289519
0.21056967149529837,0.305424412620537,0.5026446867883336,9.685574222925044e-05
0.21157960231061532,0.3055184659324501,0.5024915355770074,9.201295511778792e-05
0.21142988579463115,0.30560116167150475,0.5023568780649443,8.74123073618985e-05
0.2113488020820428,0.30620043304906236,0.5013810205131136,8.304169199380359e-05
0.2111961653011035,0.30542883507448276,0.5026374894965382,7.88896073941134e-05
0.21106365395594487,0.3077703492148732,0.49882455349999877,7.494512702440772e-05
0.21056577622626735,0.3067942752698839,0.5004139926908237,7.119787067318733e-05
0.2105467868062247,0.3075781970629452,0.4991374499852851,6.763797713952796e-05
0.21053166014958272,0.3080864881454176,0.49830974610840784,6.425607828255156e-05
0.20898589280854285,0.30722868951750487,0.4997065968225085,6.104327436842398e-05
0.20990764890360622,0.30690205772151363,0.5002384822031457,5.799111065000278e-05
0.2099670987345476,0.30740886377430243,0.49941319654243477,5.509155511750264e-05
0.20978055999869794,0.30803845794807155,0.4983879647974673,5.2336977361627504e-05
0.21072520928836502,0.30762986480862065,0.49905331582396506,4.9720128493546124e-05
0.21000146661448268,0.307590363563875,0.4991176447676161,4.7234122068868816e-05
0.21019516825939702,0.3072600791336051,0.49965548015207306,4.487241596542538e-05
0.20977852084731632,0.3070678764049795,0.4999684643793325,4.26287951671541e-05
0.20957866508876327,0.30662686092580443,0.5006866117460539,4.0497355408796396e-05
0.21004232599408226,0.3089028574951132,0.4969803655347027,3.8472487638356575e-05
0.20898655175635245,0.3081422295107984,0.4982189751209354,3.654886325643875e-05
0.20875915186067598,0.30823938890899183,0.49806076226682106,3.47214200936168e-05
